fkUnidade;fkCargo;fkTipo;fkTempo_Inicio;fkTempo_Termino;fkLocal_Origem;fkLocal_Destino;ValorPassagem
683;135;1;;;301;203;10.183,16
683;135;1;;;199;301;1.176,58
683;135;1;;;301;199;1.372,47
685;134;1;;;289;306;394,71
685;134;1;;;289;319;1.018,65
685;134;1;;;289;319;2,41
685;134;1;;;289;319;780,58
685;134;1;;;319;289;0,01
685;134;1;;;289;319;0,01
687;133;1;;;289;181;962,13
687;133;1;;;289;181;516,41
687;133;1;;;273;273;
687;133;1;;;306;289;212,47
687;133;1;;;273;273;
687;135;1;;;306;289;212,47
687;135;1;;;273;273;
688;20;1;;;273;273;
690;133;1;;;283;290;10.510,26
690;133;1;;;290;301;10.919,41
690;133;1;;;301;283;1.491,87
690;133;1;;;273;273;
693;138;1;;;273;273;
693;133;1;;;273;273;
694;138;1;;;273;273;
694;133;1;;;273;273;
695;34;3;;;162;290;421,82
695;34;3;;;290;162;0,01
695;34;3;;;273;273;
695;34;5;;;290;301;8.378,79
695;34;5;;;301;290;8.047,28
695;34;5;;;301;325;1.461,30
695;34;5;;;325;301;1.176,74
695;34;5;;;290;301;8.378,79
695;34;5;;;301;290;8.047,28
695;34;5;;;301;325;1.392,08
695;34;5;;;325;301;1.107,52
695;34;5;;;290;301;8.378,79
695;34;5;;;301;290;8.047,28
695;34;5;;;301;325;1.392,08
695;34;5;;;325;301;1.107,52
695;34;2;;;273;273;
695;34;4;;;209;306;863,07
695;34;4;;;306;209;2,41
695;34;5;;;258;319;1.446,07
695;34;5;;;258;319;681,17
695;34;5;;;292;319;587,48
695;34;2;;;289;306;420,12
695;34;2;;;306;289;2,41
695;34;5;;;198;167;320,69
695;34;2;;;273;273;
695;34;4;;;273;273;
695;34;4;;;273;273;
695;34;3;;;290;301;8.907,98
695;34;3;;;301;290;8.576,48
695;34;3;;;301;325;1.114,69
695;34;3;;;325;301;882,56
695;34;4;;;209;306;863,07
695;34;4;;;306;209;2,41
695;34;5;;;211;319;389,19
695;34;4;;;273;273;
695;34;5;;;198;167;320,69
695;34;5;;;258;319;791,24
695;34;5;;;290;301;8.378,79
695;34;5;;;301;290;8.047,28
695;34;5;;;301;325;1.392,08
695;34;5;;;325;301;1.107,52
697;133;1;;;172;290;2.338,80
697;133;1;;;290;172;2.674,59
697;133;1;;;172;290;1.091,24
697;4;1;;;225;290;3.997,68
697;4;1;;;290;225;4.360,63
697;4;1;;;225;290;1.126,47
698;4;1;;;289;319;412,73
698;4;1;;;273;273;
699;4;1;;;289;319;618,45
699;4;1;;;273;273;
699;4;1;;;273;273;
699;134;1;;;264;290;1.922,75
699;134;1;;;290;225;2.309,28
699;4;1;;;273;273;
699;4;1;;;273;273;
699;4;1;;;273;273;
699;4;1;;;289;319;492,87
699;4;1;;;273;273;
700;4;1;;;264;290;2.502,70
700;4;1;;;290;225;2.886,33
703;13;1;;;289;319;611,84
703;13;1;;;319;289;1,09
703;13;1;;;273;273;
703;135;1;;;273;273;
705;103;1;;;273;273;
706;133;1;;;273;273;
706;134;1;;;273;273;
706;133;1;;;273;273;
706;4;1;;;264;290;1.922,75
706;4;1;;;290;225;2.309,28
706;13;1;;;273;273;
706;4;1;;;273;273;
706;4;1;;;273;273;
706;134;1;;;273;273;
707;13;1;;;264;290;2.502,70
707;13;1;;;290;225;2.886,33
708;13;1;;;289;319;612,93
708;13;1;;;273;273;
709;4;1;;;319;289;622,67
709;4;1;;;289;319;481,47
709;4;1;;;273;273;
709;4;1;;;319;289;622,67
709;4;1;;;289;319;481,47
709;4;1;;;273;273;
709;135;1;;;319;289;622,67
709;135;1;;;289;319;481,47
709;135;1;;;273;273;
710;45;1;;;273;273;
710;136;1;;;289;319;492,87
710;134;1;;;273;273;
710;13;1;;;273;273;
710;4;1;;;273;273;
710;4;1;;;264;290;3.572,95
710;4;1;;;290;225;3.959,49
710;4;1;;;225;264;1.310,58
710;4;1;;;273;273;
710;133;1;;;273;273;
710;4;1;;;273;273;
710;103;1;;;273;273;
711;4;1;;;273;273;
711;4;1;;;273;273;
711;4;1;;;264;307;3.147,34
711;4;1;;;307;225;3.532,40
711;133;1;;;273;273;
711;4;1;;;264;290;3.229,89
711;4;1;;;290;225;3.613,51
711;4;1;;;225;264;1.295,99
711;13;1;;;289;319;463,37
712;133;1;;;289;319;612,93
712;133;1;;;273;273;
713;135;1;;;289;319;197,92
713;135;1;;;273;273;
713;4;1;;;163;290;18,08
713;4;1;;;225;163;4.246,84
713;4;1;;;290;163;4.616,86
713;4;1;;;273;273;
713;4;1;;;319;290;292,48
713;4;1;;;273;273;
714;4;1;;;273;273;
715;135;1;;;225;290;4.246,84
715;135;1;;;290;225;4.634,94
715;135;1;;;273;273;
715;4;1;;;273;273;
716;135;1;;;306;289;387,98
716;135;1;;;273;273;
716;135;1;;;273;273;
716;135;1;;;306;289;211,15
716;135;1;;;289;307;322,76
716;135;1;;;273;273;
716;135;1;;;306;289;394,71
716;135;1;;;273;273;
718;135;1;;;306;289;393,62
718;135;1;;;273;273;
718;4;1;;;306;289;267,61
718;4;1;;;273;273;
719;134;1;;;306;289;211,15
719;134;1;;;273;273;
719;4;1;;;289;306;212,47
719;4;1;;;306;289;211,15
719;4;1;;;273;273;
719;133;1;;;306;289;238,47
719;133;1;;;273;273;
719;4;1;;;306;289;211,15
719;27;1;;;273;273;
719;134;1;;;289;306;211,15
719;134;1;;;273;273;
719;58;1;;;306;289;155,74
719;58;1;;;273;273;
719;13;1;;;306;289;118,54
719;13;1;;;273;273;
719;28;1;;;306;289;413,41
719;4;1;;;306;289;212,47
719;4;1;;;273;273;
720;4;1;;;273;273;
720;27;1;;;273;273;
720;4;1;;;273;273;
720;4;1;;;273;273;
720;4;1;;;306;289;273,06
720;4;1;;;273;273;
720;134;1;;;273;273;
720;134;1;;;273;273;
720;134;1;;;306;289;237,35
720;134;1;;;273;273;
720;4;1;;;289;306;211,15
720;4;1;;;273;273;
720;4;1;;;306;289;309,77
720;4;1;;;306;289;181,36
720;4;1;;;289;306;212,47
720;4;1;;;289;306;951,37
720;4;1;;;273;273;
720;134;1;;;273;273;
720;134;1;;;273;273;
720;4;1;;;273;273;
720;4;1;;;273;273;
720;4;1;;;306;289;211,15
720;4;1;;;273;273;
720;4;1;;;273;273;
720;135;1;;;273;273;
720;135;1;;;306;289;237,35
720;135;1;;;273;273;
720;135;1;;;289;306;211,15
720;135;1;;;273;273;
720;4;1;;;289;306;951,37
720;4;1;;;273;273;
720;58;1;;;273;273;
720;28;1;;;273;273;
720;134;1;;;273;273;
720;134;1;;;273;273;
720;134;1;;;273;273;
720;4;1;;;273;273;
720;134;1;;;306;289;319,07
720;134;1;;;273;273;
720;4;1;;;306;319;768,62
721;4;1;;;306;289;309,77
721;134;1;;;306;289;155,74
721;134;1;;;289;306;212,47
721;134;1;;;273;273;
721;4;1;;;306;289;273,06
721;4;1;;;273;273;
721;4;1;;;306;289;211,15
721;4;1;;;273;273;
721;58;1;;;306;289;435,37
721;58;1;;;273;273;
721;4;1;;;306;289;304,81
721;4;1;;;273;273;
721;4;1;;;306;289;155,74
721;4;1;;;273;273;
721;4;1;;;289;306;1,09
721;4;1;;;306;289;258,36
721;4;1;;;306;289;309,77
721;58;1;;;306;289;304,81
721;58;1;;;273;273;
721;134;1;;;306;289;235,99
721;134;1;;;273;273;
721;58;1;;;273;273;
721;4;1;;;306;289;309,77
721;4;1;;;306;289;303,72
721;4;1;;;306;289;210,06
721;4;1;;;273;273;
721;134;1;;;306;289;389,32
721;134;1;;;273;273;
721;4;1;;;306;289;309,77
721;4;1;;;289;306;0,01
721;4;1;;;306;289;247,51
721;4;1;;;306;289;304,81
721;4;1;;;306;289;212,47
721;4;1;;;273;273;
721;135;1;;;273;273;
721;4;1;;;306;289;235,37
721;4;1;;;273;273;
723;4;1;;;289;306;368,67
723;4;1;;;273;273;
724;135;1;;;306;289;931,62
724;135;1;;;273;273;
724;135;1;;;306;289;376,21
724;135;1;;;273;273;
724;4;1;;;306;289;421,21
724;4;1;;;273;273;
724;4;1;;;306;289;341,26
724;4;1;;;273;273;
724;4;1;;;306;289;376,21
724;4;1;;;273;273;
724;4;1;;;306;289;422,53
724;4;1;;;273;273;
726;134;1;;;289;319;358,65
726;134;1;;;273;273;
726;134;1;;;273;273;
728;135;1;;;289;181;272,26
728;135;1;;;273;273;
728;15;2;;;273;273;
728;4;1;;;273;273;
729;135;1;;;289;181;738,13
729;135;1;;;273;273;
730;134;1;;;273;273;
732;135;1;;;306;289;394,71
733;16;1;;;273;273;
733;21;1;;;289;306;391,61
733;21;1;;;273;273;
733;16;1;;;273;273;
733;16;1;;;273;273;
735;133;1;;;290;292;880,80
735;133;1;;;273;273;
735;133;1;;;273;273;
735;134;1;;;273;273;
737;136;1;;;290;292;880,80
737;136;1;;;273;273;
737;27;1;;;290;292;880,80
737;27;1;;;273;273;
737;135;1;;;273;273;
738;133;1;;;273;273;
738;133;1;;;273;273;
739;135;1;;;273;273;
739;16;1;;;273;273;
740;136;1;;;290;230;1.218,53
740;136;1;;;273;273;
741;133;1;;;290;292;880,80
741;133;1;;;273;273;
741;104;1;;;162;292;121,76
741;137;1;;;290;292;880,80
741;137;1;;;273;273;
743;22;1;;;273;273;
743;22;1;;;273;273;
743;28;1;;;292;290;562,18
743;28;1;;;273;273;
743;28;1;;;290;292;1,09
743;28;1;;;292;290;854,87
743;28;1;;;273;273;
744;3;1;;;273;273;
744;4;1;;;273;273;
744;28;1;;;292;290;384,91
744;28;1;;;290;292;224,51
744;134;1;;;273;273;
744;21;1;;;273;273;
744;28;1;;;292;290;139,37
744;28;1;;;273;273;
744;28;1;;;290;292;169,08
744;28;1;;;273;273;
746;103;1;;;273;273;
746;103;1;;;273;273;
746;103;1;;;273;273;
746;22;1;;;273;273;
746;103;1;;;273;273;
746;28;1;;;273;273;
746;103;1;;;273;273;
746;28;1;;;273;273;
746;105;1;;;273;273;
746;103;1;;;273;273;
746;28;1;;;273;273;
747;136;1;;;273;273;
747;136;1;;;273;273;
747;133;1;;;273;273;
747;136;1;;;273;273;
747;138;1;;;273;273;
748;54;1;;;273;273;
748;54;1;;;264;307;2.978,07
748;54;1;;;307;225;3.363,66
748;54;1;;;225;264;1.313,29
748;54;1;;;273;273;
748;138;1;;;264;290;2.081,75
748;138;1;;;290;225;2.469,73
748;138;1;;;264;290;1.467,69
748;54;1;;;273;273;
748;82;1;;;273;273;
748;136;1;;;273;273;
748;54;1;;;273;273;
748;136;1;;;273;273;
748;54;1;;;264;290;2.220,46
748;54;1;;;290;225;2.607,52
748;54;1;;;225;264;482,72
748;54;1;;;264;290;3.335,36
748;54;1;;;290;225;3.722,43
749;83;1;;;225;290;3.946,51
749;83;1;;;290;225;4.344,89
749;136;1;;;264;290;2.317,74
749;136;1;;;290;225;2.704,79
749;4;1;;;225;290;1.111,71
749;4;1;;;290;225;503,52
749;4;1;;;273;273;
750;133;1;;;273;273;
752;133;1;;;273;273;
752;133;1;;;273;273;
753;135;1;;;273;273;
754;134;1;;;273;273;
754;134;1;;;273;273;
754;134;1;;;273;273;
757;134;1;;;273;273;
757;135;1;;;306;289;304,81
757;135;1;;;289;306;210,06
757;135;1;;;273;273;
757;133;1;;;306;289;295,38
757;133;1;;;273;273;
757;105;1;;;273;273;
757;4;1;;;289;319;1,09
757;4;1;;;319;289;552,24
757;4;1;;;273;273;
760;4;1;;;290;292;1,09
760;4;1;;;292;290;1.012,26
760;136;1;;;306;289;416,28
760;136;1;;;273;273;
761;103;1;;;273;273;
761;136;1;;;273;273;
761;103;1;;;273;273;
761;1;1;;;273;273;
761;103;1;;;273;273;
761;133;1;;;306;289;118,54
761;133;1;;;289;306;211,15
761;133;1;;;273;273;
762;105;1;;;273;273;
762;4;1;;;289;319;492,87
762;103;1;;;273;273;
764;136;1;;;273;273;
764;136;1;;;289;306;310,13
764;136;1;;;306;289;2,41
764;136;1;;;273;273;
766;103;1;;;273;273;
766;138;1;;;273;273;
766;16;1;;;273;273;
766;103;1;;;273;273;
766;28;1;;;273;273;
766;28;1;;;273;273;
766;28;1;;;273;273;
766;33;1;;;306;289;211,15
767;4;1;;;306;289;155,74
767;4;1;;;273;273;
767;136;1;;;273;273;
767;136;1;;;289;319;360,85
767;103;1;;;273;273;
767;33;1;;;273;273;
767;33;1;;;273;273;
767;4;1;;;306;289;118,54
767;4;1;;;273;273;
767;4;1;;;273;273;
767;4;1;;;273;273;
767;103;1;;;289;319;360,85
767;103;1;;;273;273;
767;103;1;;;319;290;1.170,29
767;103;1;;;273;273;
767;1;1;;;273;273;
767;136;1;;;273;273;
770;19;1;;;273;273;
770;134;1;;;273;273;
770;32;1;;;273;273;
771;19;1;;;273;273;
771;19;1;;;273;273;
771;19;1;;;273;273;
771;19;1;;;273;273;
771;19;1;;;289;319;412,73
771;19;1;;;273;273;
771;19;1;;;289;319;619,14
771;19;1;;;273;273;
771;32;1;;;273;273;
771;32;1;;;306;289;211,15
771;32;1;;;273;273;
771;32;1;;;273;273;
771;32;1;;;273;273;
771;18;1;;;306;289;280,63
771;18;1;;;273;273;
771;18;1;;;306;289;314,60
771;18;1;;;273;273;
771;137;1;;;273;273;
771;32;1;;;273;273;
771;19;1;;;273;273;
773;103;1;;;273;273;
773;103;1;;;273;273;
774;4;1;;;289;306;238,47
774;4;1;;;273;273;
774;4;1;;;289;306;289,31
774;134;1;;;273;273;
774;135;1;;;306;289;211,15
774;135;1;;;273;273;
775;142;1;;;240;307;12.954,21
775;142;1;;;290;240;14.163,99
775;142;1;;;102;241;1.634,76
775;142;1;;;273;273;
775;142;1;;;306;173;616,67
775;142;1;;;173;289;488,51
775;142;1;;;289;306;657,40
775;142;1;;;306;173;340,91
775;142;1;;;173;289;557,80
775;142;1;;;273;273;
775;142;1;;;172;290;16.692,97
775;142;1;;;243;262;16.674,89
775;142;1;;;307;243;17.054,66
775;142;1;;;273;273;
775;142;1;;;289;306;170,00
775;142;1;;;289;306;210,06
775;142;1;;;289;306;742,24
775;142;1;;;289;306;0,01
775;142;1;;;306;289;210,06
775;142;1;;;273;273;
775;142;1;;;289;306;619,36
775;142;1;;;306;290;477,25
775;142;1;;;289;306;210,06
775;142;1;;;273;273;
776;68;1;;;209;290;1,09
776;68;1;;;290;209;480,45
776;68;1;;;273;273;
776;135;1;;;259;306;849,18
776;135;1;;;273;273;
777;3;1;;;289;319;359,87
777;3;1;;;319;289;313,14
777;3;1;;;273;273;
778;30;1;;;289;306;335,81
779;16;1;;;292;290;0,01
779;16;1;;;273;273;
779;16;1;;;290;292;231,85
780;134;1;;;290;292;320,38
780;134;1;;;290;292;809,67
780;134;1;;;273;273;
780;135;1;;;284;290;137,14
780;135;1;;;290;284;612,27
780;135;1;;;273;273;
781;133;1;;;290;284;687,13
781;133;1;;;273;273;
781;22;1;;;162;290;1,09
781;22;1;;;290;162;421,82
781;22;1;;;273;273;
781;22;1;;;162;290;1,09
781;22;1;;;290;162;984,96
781;22;1;;;273;273;
781;22;1;;;211;290;796,87
781;22;1;;;290;258;319,07
783;135;1;;;273;273;
783;135;1;;;289;306;294,27
783;135;1;;;273;273;
783;135;1;;;290;292;435,75
783;135;1;;;273;273;
784;27;1;;;290;292;926,34
784;27;1;;;273;273;
784;20;1;;;289;306;368,67
784;20;1;;;273;273;
784;14;1;;;289;306;344,67
784;14;1;;;273;273;
784;34;2;;;273;273;
785;14;1;;;289;306;317,85
785;14;1;;;306;289;1,09
785;14;1;;;273;273;
785;14;1;;;167;289;1.020,06
785;14;1;;;289;167;331,39
785;14;1;;;273;273;
785;14;1;;;289;306;210,06
785;14;1;;;306;289;211,15
785;14;1;;;273;273;
785;133;1;;;307;290;163,92
785;133;1;;;273;273;
785;133;1;;;167;289;1.020,06
785;133;1;;;289;167;331,39
785;133;1;;;273;273;
785;27;1;;;307;289;181,90
785;27;1;;;289;306;211,15
785;27;1;;;273;273;
786;16;1;;;289;306;223,80
786;16;1;;;306;289;146,21
786;16;1;;;273;273;
786;16;1;;;306;290;440,84
786;16;1;;;289;306;210,06
786;16;1;;;273;273;
786;3;1;;;290;284;1.050,47
786;3;1;;;273;273;
786;16;1;;;306;289;212,47
786;16;1;;;289;306;212,47
786;16;1;;;273;273;
786;16;1;;;306;290;440,84
786;16;1;;;273;273;
786;46;1;;;290;292;809,67
786;46;1;;;273;273;
786;3;1;;;306;289;172,54
786;3;1;;;289;306;252,54
786;3;1;;;273;273;
786;3;1;;;273;273;
786;3;1;;;306;290;320,89
786;3;1;;;306;290;440,84
786;3;1;;;289;306;210,06
786;3;1;;;273;273;
786;3;1;;;289;306;329,61
786;3;1;;;273;273;
786;3;1;;;289;306;362,47
786;3;1;;;273;273;
786;3;1;;;290;292;809,67
786;3;1;;;273;273;
787;16;1;;;306;289;170,00
787;16;1;;;289;306;211,15
787;16;1;;;273;273;
787;16;1;;;319;289;323,46
787;16;1;;;289;319;333,47
787;16;1;;;290;319;1.402,67
787;3;1;;;247;290;682,08
787;3;1;;;273;273;
787;133;1;;;306;290;462,10
787;133;1;;;289;306;0,01
787;133;1;;;273;273;
787;133;1;;;306;289;211,15
787;16;1;;;306;289;146,21
787;16;1;;;289;306;223,80
787;16;1;;;273;273;
788;135;1;;;289;307;700,13
788;135;1;;;307;289;1,09
788;135;1;;;284;290;137,14
788;135;1;;;290;284;612,27
788;135;1;;;273;273;
788;135;1;;;290;292;596,28
788;135;1;;;273;273;
789;30;1;;;198;289;1,09
789;30;1;;;289;198;666,24
789;30;1;;;273;273;
790;2;1;;;290;307;327,57
790;2;1;;;273;273;
790;2;1;;;289;181;832,13
790;2;1;;;273;273;
790;30;1;;;290;247;1.769,01
790;30;1;;;273;273;
790;30;1;;;290;247;1.168,13
790;30;1;;;273;273;
790;30;1;;;173;247;1,09
790;30;1;;;289;173;1.640,08
790;30;1;;;273;273;
790;2;1;;;247;290;1,09
790;2;1;;;290;247;1.452,68
790;2;1;;;273;273;
791;30;1;;;273;273;
792;30;1;;;289;181;680,13
792;30;1;;;273;273;
792;30;1;;;306;289;211,15
792;30;1;;;289;306;172,41
792;30;1;;;273;273;
792;133;1;;;289;306;211,15
792;133;1;;;306;289;211,15
792;133;1;;;273;273;
792;30;1;;;167;289;278,67
792;30;1;;;289;167;317,28
792;30;1;;;273;273;
794;34;2;;;292;306;507,80
794;34;2;;;306;292;0,01
794;34;2;;;273;273;
794;2;1;;;284;290;137,14
794;2;1;;;290;284;612,27
794;2;1;;;273;273;
794;34;2;;;167;292;2,41
794;34;2;;;292;167;1.632,95
794;135;1;;;290;292;809,67
794;135;1;;;273;273;
794;34;3;;;292;306;445,49
794;34;3;;;306;292;0,01
794;34;3;;;273;273;
795;16;1;;;289;306;295,38
795;16;1;;;273;273;
795;3;1;;;306;289;236,26
795;3;1;;;289;306;237,35
795;3;1;;;273;273;
795;3;1;;;290;307;285,02
795;3;1;;;307;290;960,78
795;3;1;;;273;273;
795;3;1;;;181;289;522,96
795;3;1;;;289;306;211,15
795;3;1;;;273;273;
795;3;1;;;247;290;684,49
795;3;1;;;273;273;
795;16;1;;;289;306;295,38
795;16;1;;;273;273;
795;3;1;;;181;289;522,96
795;3;1;;;289;306;211,15
795;3;1;;;273;273;
795;16;1;;;306;289;236,26
795;16;1;;;289;306;237,35
795;16;1;;;273;273;
795;16;1;;;290;307;1.312,90
795;16;1;;;273;273;
795;50;1;;;290;284;1.373,83
795;50;1;;;273;273;
796;16;1;;;290;292;596,28
796;16;1;;;273;273;
796;135;1;;;167;290;1,09
796;135;1;;;290;167;811,46
796;135;1;;;273;273;
796;16;1;;;273;273;
796;16;1;;;273;273;
797;16;1;;;290;307;164,74
797;16;1;;;307;290;145,04
797;16;1;;;273;273;
797;16;1;;;289;167;349,70
797;16;1;;;167;289;539,65
797;16;1;;;273;273;
797;134;1;;;290;292;804,97
797;134;1;;;273;273;
802;137;1;;;284;162;678,65
802;137;1;;;273;273;
802;137;1;;;284;292;277,90
802;137;1;;;273;273;
802;63;1;;;112;167;1,09
802;63;1;;;292;167;1.182,77
802;63;1;;;273;273;
802;97;1;;;304;284;712,67
804;135;1;;;284;290;378,88
804;135;1;;;290;284;1,09
804;135;1;;;273;273;
804;135;1;;;290;284;817,41
804;135;1;;;284;290;240,54
804;135;1;;;273;273;
807;16;1;;;307;289;500,42
807;16;1;;;273;273;
809;137;1;;;181;284;874,04
809;137;1;;;284;181;1,09
809;137;1;;;273;273;
809;137;1;;;181;284;2.251,04
809;137;1;;;284;181;1,09
809;137;1;;;273;273;
809;137;1;;;181;284;1.819,04
809;137;1;;;284;181;1,09
809;137;1;;;273;273;
809;137;1;;;181;284;1.923,04
809;137;1;;;284;181;1,09
809;137;1;;;273;273;
809;137;1;;;181;284;1.609,04
809;137;1;;;284;181;1,09
815;16;1;;;289;307;1,09
815;16;1;;;307;289;849,92
815;16;1;;;273;273;
817;135;1;;;289;306;211,15
817;135;1;;;306;289;211,15
817;135;1;;;273;273;
819;136;1;;;315;289;299,56
819;136;1;;;290;306;204,37
819;136;1;;;273;273;
819;136;1;;;315;289;465,56
819;136;1;;;290;306;203,28
819;136;1;;;306;315;1,09
819;136;1;;;273;273;
819;136;1;;;289;167;279,26
819;136;1;;;315;289;244,47
819;136;1;;;273;273;
822;133;1;;;167;306;1.305,19
822;133;1;;;273;273;
823;135;1;;;279;306;666,73
823;135;1;;;306;279;1,09
823;135;1;;;273;273;
823;135;1;;;181;198;1.193,13
823;135;1;;;273;273;
823;135;1;;;279;306;666,73
823;135;1;;;306;279;1,09
823;135;1;;;273;273;
823;16;1;;;181;292;1.837,55
823;16;1;;;292;181;1,09
823;16;1;;;273;273;
824;16;1;;;167;292;784,35
824;3;1;;;167;289;435,33
824;3;1;;;273;273;
825;22;1;;;306;289;365,44
825;22;1;;;273;273;
825;136;1;;;307;289;535,11
825;136;1;;;273;273;
828;133;1;;;306;289;341,26
828;133;1;;;273;273;
830;30;1;;;284;319;1.200,57
830;30;1;;;273;273;
830;30;1;;;319;284;405,64
830;30;1;;;284;319;1.079,56
830;136;1;;;284;292;303,94
830;136;1;;;273;273;
830;138;1;;;211;247;1,09
830;138;1;;;284;211;871,75
830;138;1;;;247;290;665,56
830;136;1;;;247;290;665,56
830;136;1;;;211;247;1,09
830;136;1;;;284;211;871,75
831;136;1;;;284;290;586,88
831;136;1;;;290;284;1,09
831;136;1;;;273;273;
831;136;1;;;284;290;486,24
831;136;1;;;290;284;1,09
831;136;1;;;273;273;
831;27;1;;;284;290;400,40
831;27;1;;;290;284;1,09
831;27;1;;;273;273;
831;28;1;;;284;292;277,90
831;28;1;;;273;273;
831;27;1;;;247;290;665,56
831;27;1;;;211;247;1,09
831;27;1;;;284;211;871,75
832;133;1;;;284;290;409,24
832;133;1;;;290;284;1,09
832;133;1;;;273;273;
832;134;1;;;284;290;569,32
832;134;1;;;290;284;1,09
832;134;1;;;273;273;
833;22;1;;;284;292;240,70
833;22;1;;;273;273;
833;136;1;;;284;290;681,10
833;136;1;;;290;284;1,09
833;136;1;;;273;273;
833;136;1;;;284;290;1.173,70
833;136;1;;;290;284;1,09
833;134;1;;;284;290;686,04
833;134;1;;;290;284;1,09
839;135;1;;;289;181;918,13
841;27;1;;;273;273;
844;54;1;;;273;273;
844;54;1;;;273;273;
844;59;1;;;273;273;
845;137;1;;;247;290;226,27
845;137;1;;;290;247;450,06
846;137;1;;;273;273;
847;28;1;;;290;284;410,33
847;28;1;;;273;273;
847;28;1;;;290;284;587,97
849;40;1;;;273;273;
851;54;1;;;273;273;
851;54;1;;;290;307;251,54
853;135;1;;;289;306;319,07
853;135;1;;;273;273;
853;138;1;;;273;273;
854;16;1;;;289;307;1.017,51
855;133;1;;;307;290;156,17
855;133;1;;;273;273;
855;133;1;;;290;316;3.645,73
855;133;1;;;316;290;2.420,55
856;16;1;;;289;306;366,68
856;16;1;;;273;273;
856;24;1;;;289;306;241,80
856;24;1;;;306;289;1,09
856;24;1;;;273;273;
857;134;1;;;279;289;1.740,39
857;134;1;;;273;273;
857;134;1;;;289;279;556,68
857;134;1;;;279;289;554,10
858;137;1;;;289;306;0,01
858;137;1;;;306;289;420,12
858;137;1;;;289;307;426,53
858;137;1;;;273;273;
858;137;1;;;273;273;
860;137;1;;;306;289;286,21
860;137;1;;;273;273;
862;29;1;;;307;284;607,43
862;135;1;;;307;290;478,85
862;135;1;;;273;273;
863;16;1;;;280;307;3.447,38
863;16;1;;;307;280;3.782,97
864;138;1;;;306;289;364,33
864;138;1;;;273;273;
864;138;1;;;306;289;273,81
864;138;1;;;273;273;
865;137;1;;;292;306;1,09
865;137;1;;;306;292;1.734,86
872;133;1;;;198;290;1.267,54
872;133;1;;;198;290;1,09
872;133;1;;;290;198;1.087,12
872;133;1;;;290;198;951,45
872;133;1;;;273;273;
872;133;1;;;290;307;1.266,62
872;133;1;;;198;290;844,40
872;133;1;;;273;273;
874;119;1;;;290;247;765,57
874;119;1;;;290;247;710,19
876;136;1;;;290;247;977,21
879;34;5;;;290;292;258,46
880;138;1;;;290;292;1.042,26
880;138;1;;;290;292;258,46
880;138;1;;;273;273;
883;33;1;;;284;290;761,98
883;33;1;;;290;284;1.057,13
884;133;1;;;279;289;1.901,29
884;133;1;;;289;279;1,09
884;133;1;;;273;273;
884;133;1;;;279;289;1.535,07
884;133;1;;;289;279;0,01
884;133;1;;;273;273;
886;134;1;;;279;289;1.179,68
886;134;1;;;273;273;
887;16;1;;;279;289;607,63
887;16;1;;;289;279;946,99
888;138;1;;;279;289;830,86
888;138;1;;;273;273;
888;16;1;;;240;279;14.470,38
888;16;1;;;279;240;15.644,75
888;16;1;;;273;273;
889;133;1;;;279;289;654,99
889;133;1;;;279;289;1.179,68
889;30;1;;;181;279;1,09
889;30;1;;;279;181;1.402,55
889;134;1;;;279;289;703,53
889;134;1;;;289;279;1,09
890;135;1;;;279;289;1.819,15
890;135;1;;;289;279;1,09
890;135;1;;;273;273;
890;135;1;;;279;181;1.920,64
890;135;1;;;273;273;
892;133;1;;;289;279;741,28
892;133;1;;;279;289;606,54
892;133;1;;;273;273;
894;28;1;;;279;289;575,47
895;137;1;;;279;307;851,57
896;1;1;;;279;181;465,48
896;1;1;;;173;279;1,09
896;1;1;;;292;173;358,34
896;1;1;;;273;273;
897;1;1;;;279;289;429,48
897;1;1;;;289;279;281,13
897;1;1;;;273;273;
897;1;1;;;279;173;1.148,45
901;133;1;;;289;167;313,97
901;133;1;;;167;289;304,50
901;133;1;;;273;273;
904;68;1;;;167;289;230,95
904;68;1;;;289;167;312,88
905;14;1;;;198;307;372,74
905;14;1;;;167;306;256,94
905;14;1;;;273;273;
905;135;1;;;167;289;824,95
905;135;1;;;289;167;332,48
905;135;1;;;273;273;
905;135;1;;;167;289;526,15
905;135;1;;;289;167;442,68
905;3;1;;;167;289;242,23
905;3;1;;;289;167;242,87
905;3;1;;;273;273;
906;135;1;;;167;289;173,91
906;135;1;;;289;167;698,91
906;135;1;;;273;273;
910;28;1;;;167;289;133,86
910;28;1;;;289;167;133,89
910;28;1;;;273;273;
910;28;1;;;167;289;155,00
910;28;1;;;289;167;134,98
910;28;1;;;273;273;
910;27;1;;;167;289;683,65
910;27;1;;;289;167;582,52
910;27;1;;;273;273;
911;64;1;;;247;167;957,28
911;64;1;;;168;247;1,09
911;64;1;;;167;168;822,06
912;137;1;;;289;167;359,64
912;137;1;;;167;289;306,08
912;137;1;;;273;273;
912;16;1;;;289;167;271,67
912;16;1;;;167;289;206,72
912;16;1;;;273;273;
913;1;1;;;167;181;939,33
913;1;1;;;273;273;
913;137;1;;;181;167;326,87
913;137;1;;;167;181;330,14
913;137;1;;;273;273;
914;1;1;;;167;289;1,09
914;1;1;;;289;167;549,05
914;33;1;;;167;181;330,14
